Run Directory,Fitness,Model,ofv,success,covar,correlation #,ntheta,nomega,nsigm,condition,RPenalty,PythonPenalty,NMTran messages
C:\Users\vnazarov.CERTARA\pydarwin\Example6\temp\0\52,11056.554975,00001102100110211,10836.554974698247,False,True,True,8,3,1,4.320027272808564,0,0.0,NON-FIXED OMEGA NON-FIXED PARAMETER 
C:\Users\vnazarov.CERTARA\pydarwin\Example6\temp\0\55,99999999.000000,11001011111101201,99999999,False,False,False,13,4,1,99999999,0,0.0,NON-FIXED OMEGA NON-FIXED PARAMETER 
C:\Users\vnazarov.CERTARA\pydarwin\Example6\temp\0\56,99999999.000000,20020102010000411,99999999,False,False,False,0,0,0,99999999,0,0,
C:\Users\vnazarov.CERTARA\pydarwin\Example6\temp\0\57,99999999.000000,21110000011110420,99999999,False,False,False,13,6,2,99999999,0,0.0,No important warnings
C:\Users\vnazarov.CERTARA\pydarwin\Example6\temp\0\58,99999999.000000,21020012000010321,99999999,False,False,False,0,0,0,99999999,0,0,
C:\Users\vnazarov.CERTARA\pydarwin\Example6\temp\0\59,99999999.000000,10111012111001220,99999999,False,False,False,0,0,0,99999999,0,0,
C:\Users\vnazarov.CERTARA\pydarwin\Example6\temp\0\60,99999999.000000,20120102110111400,99999999,False,False,False,0,0,0,99999999,0,0,
C:\Users\vnazarov.CERTARA\pydarwin\Example6\temp\0\62,99999999.000000,01121001010001111,99999999,False,False,False,0,0,0,99999999,0,0,
C:\Users\vnazarov.CERTARA\pydarwin\Example6\temp\0\61,99999999.000000,21121112000110321,99999999,False,False,False,15,5,1,99999999,0,0.0,No important warnings
C:\Users\vnazarov.CERTARA\pydarwin\Example6\temp\0\63,99999999.000000,20110001111111320,99999999,False,False,False,0,0,0,99999999,0,0,
C:\Users\vnazarov.CERTARA\pydarwin\Example6\temp\0\67,99999999.000000,21011101010111321,99999999,False,False,False,15,4,1,99999999,0,0.0,No important warnings
C:\Users\vnazarov.CERTARA\pydarwin\Example6\temp\0\68,99999999.000000,20010002001101411,99999999,False,False,False,0,0,0,99999999,0,0,
C:\Users\vnazarov.CERTARA\pydarwin\Example6\temp\0\69,99999999.000000,10100001101010110,99999999,False,False,False,0,0,0,99999999,0,0,
C:\Users\vnazarov.CERTARA\pydarwin\Example6\temp\0\66,9997.384560,00020111010111210,9757.384560006361,False,True,True,9,3,2,6.819104349535458,0,0.0,NON-FIXED OMEGA NON-FIXED PARAMETER 
C:\Users\vnazarov.CERTARA\pydarwin\Example6\temp\0\64,11056.297837,00021101101111421,10886.297837206077,True,True,True,11,5,1,31.494971607451443,0,0.0,No important warnings
C:\Users\vnazarov.CERTARA\pydarwin\Example6\temp\0\70,99999999.000000,21021100011111421,99999999,False,False,False,0,0,0,99999999,0,0,
C:\Users\vnazarov.CERTARA\pydarwin\Example6\temp\0\72,99999999.000000,21001002101101210,99999999,False,False,False,0,0,0,99999999,0,0,
C:\Users\vnazarov.CERTARA\pydarwin\Example6\temp\0\65,10017.810343,01020012001011420,9747.810333410243,False,True,True,9,6,2,988979.756300195,0,0.0,No important warnings
C:\Users\vnazarov.CERTARA\pydarwin\Example6\temp\0\73,99999999.000000,10021002111010220,99999999,False,False,False,0,0,0,99999999,0,0,
C:\Users\vnazarov.CERTARA\pydarwin\Example6\temp\0\74,99999999.000000,21120110100000200,99999999,False,False,False,0,0,0,99999999,0,0,
C:\Users\vnazarov.CERTARA\pydarwin\Example6\temp\0\75,99999999.000000,21101012001100310,99999999,False,False,False,0,0,0,99999999,0,0,
C:\Users\vnazarov.CERTARA\pydarwin\Example6\temp\0\76,99999999.000000,10110102110001211,99999999,False,False,False,0,0,0,99999999,0,0,
C:\Users\vnazarov.CERTARA\pydarwin\Example6\temp\0\77,99999999.000000,20001002111100120,99999999,False,False,False,0,0,0,99999999,0,0,
C:\Users\vnazarov.CERTARA\pydarwin\Example6\temp\0\78,99999999.000000,01121100110101221,99999999,False,False,False,0,0,0,99999999,0,0,
C:\Users\vnazarov.CERTARA\pydarwin\Example6\temp\0\80,99999999.000000,20020102100101220,99999999,False,False,False,0,0,0,99999999,0,0,
C:\Users\vnazarov.CERTARA\pydarwin\Example6\temp\0\79,99999999.000000,21021112110001321,99999999,False,False,False,17,6,1,99999999,0,0.0,No important warnings
C:\Users\vnazarov.CERTARA\pydarwin\Example6\temp\0\71,8687.295593,11000010100011210,8437.295592623535,False,True,True,9,4,2,13.977017309355084,0,0.0,NON-FIXED OMEGA NON-FIXED PARAMETER 
C:\Users\vnazarov.CERTARA\pydarwin\Example6\temp\0\41,8632.660956,11021011100110300,8452.660956296959,True,True,True,12,4,2,381.9377771656783,0,0.0,From NM_0_41: NON-FIXED OMEGA NON-FIXED PARAMETER 
C:\Users\vnazarov.CERTARA\pydarwin\Example6\temp\0\71,8687.295593,11000010100011210,8437.295592623535,False,True,True,9,4,2,13.977017309355084,0,0.0,From NM_0_71: NON-FIXED OMEGA NON-FIXED PARAMETER 
C:\Users\vnazarov.CERTARA\pydarwin\Example6\temp\0\44,8727.324222,10110002011111420,8437.324221728199,False,True,True,11,6,2,37.86572416741729,0,0.0,From NM_0_44: No important warnings
C:\Users\vnazarov.CERTARA\pydarwin\Example6\temp\0\66,9997.384560,00020111010111210,9757.384560006361,False,True,True,9,3,2,6.819104349535458,0,0.0,From NM_0_66: NON-FIXED OMEGA NON-FIXED PARAMETER 
C:\Users\vnazarov.CERTARA\pydarwin\Example6\temp\1\6,99999999.000000,20000002000100321,99999999,False,False,False,10,5,1,99999999,0,0.0,No important warnings
C:\Users\vnazarov.CERTARA\pydarwin\Example6\temp\1\8,99999999.000000,20100012110101401,99999999,False,False,False,12,7,1,99999999,0,0.0,NON-FIXED OMEGA NON-FIXED PARAMETER 
C:\Users\vnazarov.CERTARA\pydarwin\Example6\temp\1\5,99999999.000000,21120010111000200,99999999,False,False,False,14,6,2,99999999,0,0.0,NON-FIXED OMEGA NON-FIXED PARAMETER 
C:\Users\vnazarov.CERTARA\pydarwin\Example6\temp\1\7,99999999.000000,21001002001000311,99999999,False,False,False,12,6,1,99999999,0,0.0,NON-FIXED OMEGA NON-FIXED PARAMETER 
C:\Users\vnazarov.CERTARA\pydarwin\Example6\temp\1\9,99999999.000000,11000012100110211,99999999,False,False,False,0,0,0,99999999,0,0,
C:\Users\vnazarov.CERTARA\pydarwin\Example6\temp\1\12,99999999.000000,00001111100101320,99999999,False,False,False,0,0,0,99999999,0,0,
C:\Users\vnazarov.CERTARA\pydarwin\Example6\temp\1\11,99999999.000000,21110112111000320,99999999,False,False,False,17,7,2,99999999,0,0.0,No important warnings
C:\Users\vnazarov.CERTARA\pydarwin\Example6\temp\1\13,99999999.000000,11120010000011121,99999999,False,False,False,0,0,0,99999999,0,0,
C:\Users\vnazarov.CERTARA\pydarwin\Example6\temp\1\14,99999999.000000,01121011100110400,99999999,False,False,False,0,0,0,99999999,0,0,
C:\Users\vnazarov.CERTARA\pydarwin\Example6\temp\1\15,99999999.000000,21011101010111320,99999999,False,False,False,15,4,2,99999999,0,0.0,No important warnings
C:\Users\vnazarov.CERTARA\pydarwin\Example6\temp\1\16,99999999.000000,20010001111011301,99999999,False,False,False,0,0,0,99999999,0,0,
C:\Users\vnazarov.CERTARA\pydarwin\Example6\temp\1\10,9963.098578,00001100000011210,9743.098578286596,False,True,True,6,4,2,11471.510013498324,0,0.0,NON-FIXED OMEGA NON-FIXED PARAMETER 
C:\Users\vnazarov.CERTARA\pydarwin\Example6\temp\1\17,99999999.000000,10011112110001211,99999999,False,False,False,0,0,0,99999999,0,0,
C:\Users\vnazarov.CERTARA\pydarwin\Example6\temp\1\20,99999999.000000,01101000010111210,99999999,False,False,False,0,0,0,99999999,0,0,
C:\Users\vnazarov.CERTARA\pydarwin\Example6\temp\1\19,99999999.000000,20110012001100001,99999999,False,False,False,12,4,1,99999999,0,0.0,No important warnings
C:\Users\vnazarov.CERTARA\pydarwin\Example6\temp\1\21,99999999.000000,21011111101000320,99999999,False,False,False,0,0,0,99999999,0,0,
C:\Users\vnazarov.CERTARA\pydarwin\Example6\temp\1\24,99999999.000000,10021101110000220,99999999,False,False,False,0,0,0,99999999,0,0,
C:\Users\vnazarov.CERTARA\pydarwin\Example6\temp\1\23,11065.521264,00110102110011211,10915.521263565239,True,True,True,9,5,1,9.6937714065868e+17,0,0.0,NON-FIXED OMEGA NON-FIXED PARAMETER 
C:\Users\vnazarov.CERTARA\pydarwin\Example6\temp\1\26,99999999.000000,00021101101111400,99999999,False,False,False,0,0,0,99999999,0,0,
C:\Users\vnazarov.CERTARA\pydarwin\Example6\temp\1\27,99999999.000000,21011000111000200,99999999,False,False,False,0,0,0,99999999,0,0,
C:\Users\vnazarov.CERTARA\pydarwin\Example6\temp\1\28,99999999.000000,10120001000111321,99999999,False,False,False,0,0,0,99999999,0,0,
C:\Users\vnazarov.CERTARA\pydarwin\Example6\temp\1\29,99999999.000000,01010102110001211,99999999,False,False,False,0,0,0,99999999,0,0,
C:\Users\vnazarov.CERTARA\pydarwin\Example6\temp\1\30,99999999.000000,10100012011100220,99999999,False,False,False,0,0,0,99999999,0,0,
C:\Users\vnazarov.CERTARA\pydarwin\Example6\temp\1\31,99999999.000000,21001010100110211,99999999,False,False,False,0,0,0,99999999,0,0,
C:\Users\vnazarov.CERTARA\pydarwin\Example6\temp\1\32,99999999.000000,00001102111111201,99999999,False,False,False,0,0,0,99999999,0,0,
C:\Users\vnazarov.CERTARA\pydarwin\Example6\temp\1\33,99999999.000000,20111002011011020,99999999,False,False,False,0,0,0,99999999,0,0,
C:\Users\vnazarov.CERTARA\pydarwin\Example6\temp\1\34,99999999.000000,21001001001110420,99999999,False,False,False,0,0,0,99999999,0,0,
C:\Users\vnazarov.CERTARA\pydarwin\Example6\temp\1\35,99999999.000000,21111012001011011,99999999,False,False,False,0,0,0,99999999,0,0,
C:\Users\vnazarov.CERTARA\pydarwin\Example6\temp\1\36,99999999.000000,10120010110000220,99999999,False,False,False,0,0,0,99999999,0,0,
C:\Users\vnazarov.CERTARA\pydarwin\Example6\temp\1\37,99999999.000000,01021011110001121,99999999,False,False,False,0,0,0,99999999,0,0,
C:\Users\vnazarov.CERTARA\pydarwin\Example6\temp\1\38,99999999.000000,00020000100110300,99999999,False,False,False,0,0,0,99999999,0,0,
C:\Users\vnazarov.CERTARA\pydarwin\Example6\temp\1\39,99999999.000000,21101110010110120,99999999,False,False,False,0,0,0,99999999,0,0,
C:\Users\vnazarov.CERTARA\pydarwin\Example6\temp\1\22,10026.632004,00011112110001120,9736.63200446246,False,True,True,12,5,2,2059.10942279303,0,0.0,No important warnings
C:\Users\vnazarov.CERTARA\pydarwin\Example6\temp\1\40,99999999.000000,11001002011001420,99999999,False,False,False,0,0,0,99999999,0,0,
C:\Users\vnazarov.CERTARA\pydarwin\Example6\temp\1\41,99999999.000000,00020100100101220,99999999,False,False,False,0,0,0,99999999,0,0,
C:\Users\vnazarov.CERTARA\pydarwin\Example6\temp\1\42,99999999.000000,20001000110000211,99999999,False,False,False,0,0,0,99999999,0,0,
C:\Users\vnazarov.CERTARA\pydarwin\Example6\temp\1\43,99999999.000000,11010002011111320,99999999,False,False,False,0,0,0,99999999,0,0,
C:\Users\vnazarov.CERTARA\pydarwin\Example6\temp\1\44,99999999.000000,10110010100011210,99999999,False,False,False,0,0,0,99999999,0,0,
C:\Users\vnazarov.CERTARA\pydarwin\Example6\temp\1\45,99999999.000000,01000112011110210,99999999,False,False,False,0,0,0,99999999,0,0,
C:\Users\vnazarov.CERTARA\pydarwin\Example6\temp\1\46,99999999.000000,21101012101100321,99999999,False,False,False,0,0,0,99999999,0,0,
C:\Users\vnazarov.CERTARA\pydarwin\Example6\temp\1\47,99999999.000000,21010112001010410,99999999,False,False,False,0,0,0,99999999,0,0,
C:\Users\vnazarov.CERTARA\pydarwin\Example6\temp\1\48,99999999.000000,20120012001100000,99999999,False,False,False,0,0,0,99999999,0,0,
C:\Users\vnazarov.CERTARA\pydarwin\Example6\temp\1\49,99999999.000000,01020012111000421,99999999,False,False,False,0,0,0,99999999,0,0,
C:\Users\vnazarov.CERTARA\pydarwin\Example6\temp\1\50,99999999.000000,21010100110010211,99999999,False,False,False,0,0,0,99999999,0,0,
C:\Users\vnazarov.CERTARA\pydarwin\Example6\temp\1\51,99999999.000000,10000102000010321,99999999,False,False,False,0,0,0,99999999,0,0,
C:\Users\vnazarov.CERTARA\pydarwin\Example6\temp\1\52,99999999.000000,21020012000000310,99999999,False,False,False,0,0,0,99999999,0,0,
C:\Users\vnazarov.CERTARA\pydarwin\Example6\temp\1\53,99999999.000000,21020101000110320,99999999,False,False,False,0,0,0,99999999,0,0,
C:\Users\vnazarov.CERTARA\pydarwin\Example6\temp\1\54,99999999.000000,11021011101010120,99999999,False,False,False,0,0,0,99999999,0,0,
C:\Users\vnazarov.CERTARA\pydarwin\Example6\temp\1\55,99999999.000000,20100100100010020,99999999,False,False,False,0,0,0,99999999,0,0,
C:\Users\vnazarov.CERTARA\pydarwin\Example6\temp\1\56,99999999.000000,21020011110010410,99999999,False,False,False,0,0,0,99999999,0,0,
C:\Users\vnazarov.CERTARA\pydarwin\Example6\temp\1\25,10230.779353,11021000000110321,9980.779352723257,False,True,True,10,4,1,10.135321703585713,0,0.0,No important warnings
C:\Users\vnazarov.CERTARA\pydarwin\Example6\temp\1\57,99999999.000000,21020101100111220,99999999,False,False,False,0,0,0,99999999,0,0,
C:\Users\vnazarov.CERTARA\pydarwin\Example6\temp\1\58,99999999.000000,21100110001010121,99999999,False,False,False,0,0,0,99999999,0,0,
C:\Users\vnazarov.CERTARA\pydarwin\Example6\temp\1\59,99999999.000000,01000112000110320,99999999,False,False,False,0,0,0,99999999,0,0,
C:\Users\vnazarov.CERTARA\pydarwin\Example6\temp\1\60,99999999.000000,21001001011100221,99999999,False,False,False,0,0,0,99999999,0,0,
C:\Users\vnazarov.CERTARA\pydarwin\Example6\temp\1\62,99999999.000000,10110102000010201,99999999,False,False,False,0,0,0,99999999,0,0,
C:\Users\vnazarov.CERTARA\pydarwin\Example6\temp\1\63,99999999.000000,20020000010101121,99999999,False,False,False,0,0,0,99999999,0,0,
C:\Users\vnazarov.CERTARA\pydarwin\Example6\temp\1\64,99999999.000000,21021112000110321,99999999,False,False,False,0,0,0,99999999,0,0,
C:\Users\vnazarov.CERTARA\pydarwin\Example6\temp\1\65,99999999.000000,00020110111000311,99999999,False,False,False,0,0,0,99999999,0,0,
C:\Users\vnazarov.CERTARA\pydarwin\Example6\temp\1\66,99999999.000000,21010112001001421,99999999,False,False,False,0,0,0,99999999,0,0,
C:\Users\vnazarov.CERTARA\pydarwin\Example6\temp\1\67,99999999.000000,20021112010000411,99999999,False,False,False,0,0,0,99999999,0,0,
C:\Users\vnazarov.CERTARA\pydarwin\Example6\temp\1\68,99999999.000000,20020102101111401,99999999,False,False,False,0,0,0,99999999,0,0,
C:\Users\vnazarov.CERTARA\pydarwin\Example6\temp\1\69,99999999.000000,20020110100011210,99999999,False,False,False,0,0,0,99999999,0,0,
C:\Users\vnazarov.CERTARA\pydarwin\Example6\temp\1\70,99999999.000000,11000111010111200,99999999,False,False,False,0,0,0,99999999,0,0,
C:\Users\vnazarov.CERTARA\pydarwin\Example6\temp\1\71,99999999.000000,21111102011101201,99999999,False,False,False,0,0,0,99999999,0,0,
C:\Users\vnazarov.CERTARA\pydarwin\Example6\temp\1\72,99999999.000000,00121012001110201,99999999,False,False,False,0,0,0,99999999,0,0,
C:\Users\vnazarov.CERTARA\pydarwin\Example6\temp\1\73,99999999.000000,21000011110000311,99999999,False,False,False,0,0,0,99999999,0,0,
C:\Users\vnazarov.CERTARA\pydarwin\Example6\temp\0\67,99999999.000000,21011101010111321,99999999,False,False,False,15,4,1,99999999,0,0.0,From NM_0_67: No important warnings
C:\Users\vnazarov.CERTARA\pydarwin\Example6\temp\0\49,99999999.000000,21010010101000401,99999999,False,False,False,0,0,0,99999999,0,0,From NM_0_49: 
C:\Users\vnazarov.CERTARA\pydarwin\Example6\temp\1\74,99999999.000000,20111102100101021,99999999,False,False,False,14,4,1,99999999,0,0.0,No important warnings
C:\Users\vnazarov.CERTARA\pydarwin\Example6\temp\1\77,99999999.000000,21020012000010401,99999999,False,False,False,0,0,0,99999999,0,0,
C:\Users\vnazarov.CERTARA\pydarwin\Example6\temp\1\61,9918.272764,00111012010001120,9738.272764489393,True,True,True,10,6,2,393.877067120576,0,0.0,No important warnings
C:\Users\vnazarov.CERTARA\pydarwin\Example6\temp\1\18,8708.941834,11111112110100320,8378.941834079487,False,True,True,15,6,2,32485738811660.71,0,0.0,No important warnings
C:\Users\vnazarov.CERTARA\pydarwin\Example6\temp\1\78,99999999.000000,10110102101001020,99999999,False,False,False,0,0,0,99999999,0,0,
C:\Users\vnazarov.CERTARA\pydarwin\Example6\temp\1\79,99999999.000000,21001000000101220,99999999,False,False,False,0,0,0,99999999,0,0,
C:\Users\vnazarov.CERTARA\pydarwin\Example6\temp\1\80,10312.253188,00001112001010410,9742.253187873857,False,False,False,9,6,2,99999999,0,0.0,NON-FIXED OMEGA NON-FIXED PARAMETER 
C:\Users\vnazarov.CERTARA\pydarwin\Example6\temp\0\41,8632.660956,11021011100110300,8452.660956296959,True,True,True,12,4,2,381.9377771656783,0,0.0,From NM_0_41: NON-FIXED OMEGA NON-FIXED PARAMETER 
C:\Users\vnazarov.CERTARA\pydarwin\Example6\temp\0\71,8687.295593,11000010100011210,8437.295592623535,False,True,True,9,4,2,13.977017309355084,0,0.0,From NM_0_71: NON-FIXED OMEGA NON-FIXED PARAMETER 
C:\Users\vnazarov.CERTARA\pydarwin\Example6\temp\1\18,8708.941834,11111112110100320,8378.941834079487,False,True,True,15,6,2,32485738811660.71,0,0.0,From NM_1_18: No important warnings
C:\Users\vnazarov.CERTARA\pydarwin\Example6\temp\0\44,8727.324222,10110002011111420,8437.324221728199,False,True,True,11,6,2,37.86572416741729,0,0.0,From NM_0_44: No important warnings
C:\Users\vnazarov.CERTARA\pydarwin\Example6\temp\2\6,99999999.000000,01020000110000211,99999999,False,False,False,0,0,0,99999999,0,0,
C:\Users\vnazarov.CERTARA\pydarwin\Example6\temp\2\5,99999999.000000,20001010111000421,99999999,False,False,False,14,7,1,99999999,0,0.0,No important warnings
C:\Users\vnazarov.CERTARA\pydarwin\Example6\temp\2\7,99999999.000000,21000011111111201,99999999,False,False,False,14,3,1,99999999,0,0.0,NON-FIXED OMEGA NON-FIXED PARAMETER 
C:\Users\vnazarov.CERTARA\pydarwin\Example6\temp\2\9,99999999.000000,00111112010011210,99999999,False,False,False,0,0,0,99999999,0,0,
C:\Users\vnazarov.CERTARA\pydarwin\Example6\temp\2\11,99999999.000000,21010112001000020,99999999,False,False,False,0,0,0,99999999,0,0,
C:\Users\vnazarov.CERTARA\pydarwin\Example6\temp\2\8,13041.159915,00001112110000011,12491.159914548201,False,False,False,10,4,1,99999999,0,0.0,No important warnings
C:\Users\vnazarov.CERTARA\pydarwin\Example6\temp\2\12,99999999.000000,11110112100110410,99999999,False,False,False,0,0,0,99999999,0,0,
C:\Users\vnazarov.CERTARA\pydarwin\Example6\temp\2\13,99999999.000000,21111112010110401,99999999,False,False,False,0,0,0,99999999,0,0,
